russians,0
russias,0
s,243
said,10
same,1
sanger,0
school,18
schools,9
sciences,0
scientists,1
scrutinize,1
search,20
sectionrace,0
sections,0
secure,1
security,7
seems,1
sept,0
servers,1
service,8
services,4
severely,1
share,1
sharply,1
she,1
shifts,1
shore,1
short,2
shortcuts,1
shows,1
simply,1
since,1
smashandgrab,0
so,16
society,1
some,5
somehow,1
sought,1
soviet,0
sow,1
space,1
speech,1
spies,2
spokeswoman,1
sponsored,1
spread,2
spy,12
spying,2
state,6
states,0
steal,10
stealing,2
stepped,1
stolen,1
strategies,1
studies,1
subsectionsite,0
succeeded,1
supported,0
sure,1
surprising,1
surreptitiously,1
surveillance,1
survey,1
suspicion,1
svr,0
systems,1
take,2
taken,1
tanks,1
target,11
targeted,3
teams,4
terrorist,1
test,7
than,4
that,14
the,104
thefts,1
their,10
them,5
themselves,1
there,2
they,7
this,0
those,4
threat,2
throwback,1
tighter,1
tightlist,4
time,36
timeline,1
times,32
timess,0
to,81
too,1
top,2
toward,1
track,5
tracking,1
traction,1
treatments,2
tried,1
trump,1
try,11
trying,7
turn,1
two,10
unc,4
under,1
union,0
united,0
universities,6
university,1
unknown,1
up,17
updated,0
us,77
use,13
used,6
using,2
vaccinated,1
vaccine,27
vaccines,2
valuable,2
versus,1
victims,0
view,7
viewed,1
virus,29
vulnerabilities,2
war,5
ware,0
warned,3
wars,1
was,6
washington,0
watch,1
ways,1
weaken,1
weaknesses,1
weeks,1
well,1
were,7
west,0
western,0
what,5
when,1
where,3
while,2
whip,1
white,1
who,2
with,9
work,15
world,5
worlds,0
would,3
wouldbe,0
yet,1
york,1
you,1
your,1
